college_lang,elementary_lang,family_lang,foreigners_lang,friends_lang,home_lang,hs_lang,school_lang,work_lang
,Pohnpeian,English,English,Pohnpeian,Chuukese,Tagalog,English,English
,Chuukese,Japanese,Pohnpeian,Chuukese,Meing,English,English,English
,English,Chuukese,English,English,Meing,Tagalog,English,English
,English,English,English,English,Meing,English,English,English
,English,Meing,English,English,Meing,Chuukese,English,English
,English,English,English,English,Meing,Pohnpeian,English,English
,English,Chuukese,English,English,Meing,English,English,English
,English,Pohnpeian,English,Pohnpeian,Japanese,Pohnpeian,English,English
,English,English,English,English,Chuukese,Pohnpeian,English,English
,English,Mortlockese,English,English,Pohnpeian,English,English,English
,English,Mwokilese,English,Meing,English,Pohnpeian,English,English
,English,Kapingamarangi,English,English,Meing,English,English,English
,English,Pohnpeian,English,English,Meing,Pohnpeian,English,English
,English,Pohnpeian,English,English,Meing,Kosraean,English,Pohnpeian
,English,Chuukese,English,English,Japanese,Pohnpeian,English,English
,English,Marshallese,English,Pohnpeian,English,Pohnpeian,English,English
,English,Mwokilese,English,English,Meing,English,English,English
,English,Pohnpeian,English,English,Meing,English,English,English
,English,Pohnpeian,English,English,English,English,English,English
,English,Mwokilese,English,English,Meing,Samoan,English,Pohnpeian
,English,English,Japanese,English,Meing,Kosraean,English,Pohnpeian
,English,English,English,English,English,Pohnpeian,Meing,Pohnpeian
,English,English,English,Mortlockese,Pohnpeian,English,English,Pohnpeian
,English,English,English,English,Meing,English,English,Pohnpeian
,Pohnpeian,English,Pohnpeian,English,Pohnpeian,English,English,English
,Pohnpeian,Chuukese,Pohnpeian,English,Meing,Yapese,English,Pohnpeian
,English,Ulithian,English,Kapingamarangi,Chuukese,Kosraean,English,English
,English,Mwokilese,English,English,Marshallese,Chuukese,English,Pohnpeian
,English,Pohnpeian,English,English,Mwokilese,Pohnpeian,English,English
,English,English,English,English,Pohnpeian,Japanese,English,Pohnpeian
,English,Pohnpeian,English,Pohnpeian,English,English,English,English
,English,English,Japanese,English,Pohnpeian,Tagalog,English,English
,English,Pohnpeian,Pohnpeian,English,English,English,English,English
,English,English,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian
,English,Pingelapese,English,Pohnpeian,English,Pohnpeian,English,English
,English,English,Pohnpeian,English,Japanese,Pohnpeian,English,Pohnpeian
,English,Kosraean,English,English,Chuukese,Pohnpeian,English,Pohnpeian
,English,Pohnpeian,English,Mwokilese,Ulithian,English,English,Pohnpeian
,English,Pohnpeian,,Mwokilese,Mwokilese,English,English,Pohnpeian
,English,English,,English,Pohnpeian,Pohnpeian,English,English
,English,Mortlockese,,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian
,English,English,,English,Pohnpeian,English,English,Pohnpeian
,English,Mortlockese,,English,Pohnpeian,Japanese,English,Fijian
,English,Satawalese,,Pohnpeian,English,Japanese,English,English
,English,English,,English,English,Japanese,English,Pohnpeian
,English,Pohnpeian,,English,Pohnpeian,,English,Pohnpeian
,English,English,,Pohnpeian,English,,English,English
,English,Marshallese,,English,Pohnpeian,,Pohnpeian,Pohnpeian
,English,English,,Japanese,Pingelapese,,Pohnpeian,Pohnpeian
,English,Pohnpeian,,Chuukese,Pohnpeian,,English,Kosraean
,English,English,,Pohnpeian,Pohnpeian,,English,Pohnpeian
,English,English,,Chuukese,Pohnpeian,,English,Pohnpeian
,English,English,,Pohnpeian,English,,English,Pohnpeian
,English,English,,Mwokilese,Mortlockese,,English,Pohnpeian
,English,Kosraean,,English,English,,Tagalog,Kosraean
,English,Chuukese,,Pohnpeian,Mortlockese,,English,English
,English,English,,Pohnpeian,Satawalese,,English,Pohnpeian
,English,Pohnpeian,,English,Pohnpeian,,English,English
,English,Mortlockese,,English,English,,English,English
,English,English,,Pohnpeian,English,,English,Pohnpeian
,English,English,,Pohnpeian,Marshallese,,English,Pohnpeian
,English,English,,Pohnpeian,English,,English,Pohnpeian
,English,Pohnpeian,,English,Pohnpeian,,Pohnpeian,English
,English,English,,Pohnpeian,Yapese,,Pohnpeian,English
,English,Pohnpeian,,English,English,,Pohnpeian,Pohnpeian
,English,Chuukese,,Pohnpeian,English,,Pohnpeian,English
,English,Kosraean,,Pohnpeian,English,,Pohnpeian,Pohnpeian
,English,Japanese,,Pohnpeian,Pohnpeian,,Pohnpeian,English
,English,English,,English,Mortlockese,,English,Pohnpeian
,English,English,,English,English,,Pohnpeian,English
,English,Palauan,,English,English,,Pohnpeian,Japanese
,English,English,,Pingelapese,Pohnpeian,,Pohnpeian,Pohnpeian
,Pohnpeian,English,,English,Pohnpeian,,English,Mwokilese
,English,Japanese,,Pohnpeian,Pohnpeian,,Pohnpeian,Chuukese
,English,Chinese,,Chuukese,Chuukese,,Pohnpeian,Chuukese
,English,Outer Island Yapese,,English,Japanese,,,English
,Pohnpeian,Pohnpeian,,Kosraean,Pohnpeian,,Pohnpeian,Kosraean
,English,Japanese,,Pohnpeian,English,,English,English
,English,Tagalog,,Pohnpeian,Palauan,,English,Chuukese
,English,,,Mortlockese,English,,English,
,English,,,English,Japanese,,Pohnpeian,
,Kapingamarangi,,,English,Fijian,,English,
,English,,,English,Outer Island Yapese,,English,
,Pohnpeian,,,Mortlockese,English,,Pohnpeian,
,English,,,English,Japanese,,Pohnpeian,
,English,,,Pohnpeian,,,English,
,English,,,English,,,Kosraean,
,English,,,Pohnpeian,,,Pohnpeian,
,English,,,English,,,Pohnpeian,
,English,,,Pohnpeian,,,Pohnpeian,
,English,,,English,,,Pohnpeian,
,English,,,English,,,Kosraean,
,Pohnpeian,,,Pohnpeian,,,English,
,Pohnpeian,,,English,,,English,
,English,,,Kosraean,,,Pohnpeian,
,Pohnpeian,,,English,,,Pohnpeian,
,English,,,English,,,English,
,Japanese,,,English,,,Pohnpeian,
,English,,,English,,,English,
,Pohnpeian,,,Pohnpeian,,,Pohnpeian,
,Tagalog,,,Chuukese,,,Pohnpeian,
,Pohnpeian,,,Pohnpeian,,,English,
,English,,,Pohnpeian,,,English,
,English,,,Kosraean,,,English,
,Tagalog,,,English,,,Pohnpeian,
,English,,,Pohnpeian,,,Pohnpeian,
,English,,,English,,,Pohnpeian,
,Pohnpeian,,,Visayan,,,Pohnpeian,
,Pohnpeian,,,Mortlockese,,,Japanese,
,Mwokilese,,,Pohnpeian,,,Pohnpeian,
,Pohnpeian,,,English,,,Pohnpeian,
,English,,,Pohnpeian,,,Mortlockese,
,English,,,Pohnpeian,,,English,
,English,,,Pohnpeian,,,English,
,Pohnpeian,,,Pohnpeian,,,Marshallese,
,Pohnpeian,,,English,,,Mwokilese,
,Pohnpeian,,,Kosraean,,,Pohnpeian,
,English,,,English,,,Outer Island Yapese,
,Pohnpeian,,,English,,,Palauan,
,English,,,Pohnpeian,,,Pingelapese,
,English,,,English,,,Chuukese,
,English,,,English,,,,
,English,,,English,,,,
,English,,,English,,,,
,English,,,English,,,,
,Chuukese,,,Japanese,,,,
,English,,,Kapingamarangi,,,,
,English,,,English,,,,
,English,,,Pingelapese,,,,
,English,,,Pingelapese,,,,
,English,,,Chuukese,,,,
,Yapese,,,English,,,,
,Kosraean,,,English,,,,
,Kosraean,,,English,,,,
,English,,,English,,,,
,Pohnpeian,,,Kosraean,,,,
,English,,,Chuukese,,,,
,English,,,Ngatikese,,,,
,English,,,Mwokilese,,,,
,English,,,English,,,,
,Tagalog,,,Chinese,,,,
,English,,,English,,,,
,Kosraean,,,English,,,,
,Pohnpeian,,,Outer Island Yapese,,,,
,English,,,Pohnpeian,,,,
,English,,,Mortlockese,,,,
,English,,,English,,,,
,Pohnpeian,,,English,,,,
,Pohnpeian,,,Chuukese,,,,
,Mortlockese,,,Kosraean,,,,
,English,,,Pohnpeian,,,,
,Pohnpeian,,,English,,,,
,Outer Island Yapese,,,English,,,,
,English,,,English,,,,
,English,,,Pohnpeian,,,,
